"Area","Fishery","Sex","SizeClass","Year","CalendarYear","Timestep","ThisTimestep","VNotchedNumber","VNotchedWeight","LandedCatchNumber","LandedCatchWeight","DeadHandlingMNumber","DeadHandlingMWeight","ExploitationRateNumber","ExploitationRateWeight"
"Area 1","Fishery 1","Male",178,1995,1995,2,170,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",183,1995,1995,2,170,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",188,1995,1995,2,170,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",193,1995,1995,2,170,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",198,1995,1995,2,170,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",203,1995,1995,2,170,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",208,1995,1995,2,170,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",213,1995,1995,2,170,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",218,1995,1995,2,170,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",223,1995,1995,2,170,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",53,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",58,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",63,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",68,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",73,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",78,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",83,1995,1995,3,171,15000,7795761.29,235000,118886048.435,0,0,319.73,319.365
"Area 1","Fishery 1","Female",88,1995,1995,3,171,25000,15603898.565,140000,83973194.885,0,0,344.83,342.58
"Area 1","Fishery 1","Female",93,1995,1995,3,171,10000,6799691.61,95000,64753102.515,0,0,244.845,242.86
"Area 1","Fishery 1","Female",98,1995,1995,3,171,5000,4320828.28,15000,12440465.78,0,0,211.27,216.345
"Area 1","Fishery 1","Female",103,1995,1995,3,171,20000,18855823.5,10000,9273189.61,0,0,68.025,66.685
"Area 1","Fishery 1","Female",108,1995,1995,3,171,15000,15812366.72,0,0,0,0,0,0
"Area 1","Fishery 1","Female",113,1995,1995,3,171,25000,30300860.295,10000,11980418.83,0,0,232.56,225.685
"Area 1","Fishery 1","Female",118,1995,1995,3,171,60000,81744765.335,0,0,0,0,0,0
"Area 1","Fishery 1","Female",123,1995,1995,3,171,15000,23436969.825,0,0,0,0,0,0
"Area 1","Fishery 1","Female",128,1995,1995,3,171,30000,51933829.825,0,0,0,0,0,0
"Area 1","Fishery 1","Female",133,1995,1995,3,171,20000,39906214.385,0,0,0,0,0,0
"Area 1","Fishery 1","Female",138,1995,1995,3,171,25000,55429865.67,0,0,0,0,0,0
"Area 1","Fishery 1","Female",143,1995,1995,3,171,5000,12516699.17,0,0,0,0,0,0
"Area 1","Fishery 1","Female",148,1995,1995,3,171,10000,27092194.665,0,0,0,0,0,0
"Area 1","Fishery 1","Female",153,1995,1995,3,171,30000,87981518.825,0,0,0,0,0,0
"Area 1","Fishery 1","Female",158,1995,1995,3,171,10000,31465096.01,0,0,0,0,0,0
"Area 1","Fishery 1","Female",163,1995,1995,3,171,20000,71085810.755,0,0,0,0,0,0
"Area 1","Fishery 1","Female",168,1995,1995,3,171,20000,75157810.09,0,0,0,0,0,0
"Area 1","Fishery 1","Female",173,1995,1995,3,171,5000,20426963.605,0,0,0,0,0,0
"Area 1","Fishery 1","Female",178,1995,1995,3,171,5000,22386725.725,0,0,0,0,0,0
"Area 1","Fishery 1","Female",183,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",188,1995,1995,3,171,5000,27002814.995,0,0,0,0,0,0
"Area 1","Fishery 1","Female",193,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",198,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",203,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",208,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",213,1995,1995,3,171,5000,38199548.105,0,0,0,0,0,0
"Area 1","Fishery 1","Female",218,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",223,1995,1995,3,171,10000,105882912.53,0,0,0,0,0,0
"Area 1","Fishery 1","Male",53,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",58,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",63,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",68,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",73,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",78,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",83,1995,1995,3,171,0,0,175000,88275387.73,0,0,192.73,191.835
"Area 1","Fishery 1","Male",88,1995,1995,3,171,0,0,110000,65940655.64,0,0,240.175,239.66
"Area 1","Fishery 1","Male",93,1995,1995,3,171,0,0,70000,48841721.44,0,0,186.17,188.29
"Area 1","Fishery 1","Male",98,1995,1995,3,171,0,0,40000,31958677.71,0,0,296.295,293.54
"Area 1","Fishery 1","Male",103,1995,1995,3,171,0,0,45000,43617169.595,0,0,505.62,516.76
"Area 1","Fishery 1","Male",108,1995,1995,3,171,0,0,20000,20586278.26,0,0,357.145,348.65
"Area 1","Fishery 1","Male",113,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",118,1995,1995,3,171,0,0,5000,6910863.56,0,0,1000,993.92
"Area 1","Fishery 1","Male",123,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",128,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",133,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",138,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",143,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",148,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",153,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",158,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",163,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",168,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",173,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",178,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",183,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",188,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",193,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",198,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",203,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",208,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",213,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",218,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",223,1995,1995,3,171,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",53,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",58,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",63,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",68,1995,1995,4,172,5000,1450883.29,0,0,0,0,0,0
"Area 1","Fishery 1","Female",73,1995,1995,4,172,5000,1734664.865,0,0,0,0,0,0
"Area 1","Fishery 1","Female",78,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",83,1995,1995,4,172,10000,5094653.545,340000,171153933.48,0,0,500,496.865
"Area 1","Fishery 1","Female",88,1995,1995,4,172,10000,5892984.745,195000,117047207.37,0,0,520,516.625
"Area 1","Fishery 1","Female",93,1995,1995,4,172,25000,17364006.315,140000,96245536.735,0,0,379.405,379.405
"Area 1","Fishery 1","Female",98,1995,1995,4,172,15000,12867016.235,30000,23936231.87,0,0,454.545,447.57
"Area 1","Fishery 1","Female",103,1995,1995,4,172,35000,32992068.6,15000,14467202,0,0,104.165,106.17
"Area 1","Fishery 1","Female",108,1995,1995,4,172,30000,31659416.76,10000,10248376.5,0,0,270.27,262.965
"Area 1","Fishery 1","Female",113,1995,1995,4,172,35000,43041291.35,0,0,0,0,0,0
"Area 1","Fishery 1","Female",118,1995,1995,4,172,30000,41222780.84,0,0,0,0,0,0
"Area 1","Fishery 1","Female",123,1995,1995,4,172,5000,7664070.995,0,0,0,0,0,0
"Area 1","Fishery 1","Female",128,1995,1995,4,172,35000,60484834.66,0,0,0,0,0,0
"Area 1","Fishery 1","Female",133,1995,1995,4,172,15000,30107212.635,0,0,0,0,0,0
"Area 1","Fishery 1","Female",138,1995,1995,4,172,30000,64664081.885,0,0,0,0,0,0
"Area 1","Fishery 1","Female",143,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",148,1995,1995,4,172,5000,13472172.79,0,0,0,0,0,0
"Area 1","Fishery 1","Female",153,1995,1995,4,172,15000,42750403.925,0,0,0,0,0,0
"Area 1","Fishery 1","Female",158,1995,1995,4,172,20000,62732396.21,0,0,0,0,0,0
"Area 1","Fishery 1","Female",163,1995,1995,4,172,20000,70412674.59,0,0,0,0,0,0
"Area 1","Fishery 1","Female",168,1995,1995,4,172,15000,57861773.46,0,0,0,0,0,0
"Area 1","Fishery 1","Female",173,1995,1995,4,172,5000,21605083.9,0,0,0,0,0,0
"Area 1","Fishery 1","Female",178,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",183,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",188,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",193,1995,1995,4,172,10000,56728239.715,0,0,0,0,0,0
"Area 1","Fishery 1","Female",198,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",203,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",208,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",213,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",218,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",223,1995,1995,4,172,5000,45924471.9,0,0,0,0,0,0
"Area 1","Fishery 1","Male",53,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",58,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",63,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",68,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",73,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",78,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",83,1995,1995,4,172,0,0,270000,135679147.41,0,0,312.86,310.105
"Area 1","Fishery 1","Male",88,1995,1995,4,172,0,0,180000,107601470.03,0,0,417.635,415.41
"Area 1","Fishery 1","Male",93,1995,1995,4,172,0,0,170000,118253557.895,0,0,470.915,474.965
"Area 1","Fishery 1","Male",98,1995,1995,4,172,0,0,65000,52246711.375,0,0,524.195,522.095
"Area 1","Fishery 1","Male",103,1995,1995,4,172,0,0,60000,56857702.895,0,0,750,751.275
"Area 1","Fishery 1","Male",108,1995,1995,4,172,0,0,15000,15360107.405,0,0,288.46,279.635
"Area 1","Fishery 1","Male",113,1995,1995,4,172,0,0,5000,5966993.08,0,0,833.335,803.38
"Area 1","Fishery 1","Male",118,1995,1995,4,172,0,0,15000,20508325.725,0,0,3750,3681.28
"Area 1","Fishery 1","Male",123,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",128,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",133,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",138,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",143,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",148,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",153,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",158,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",163,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",168,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",173,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",178,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",183,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",188,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",193,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",198,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",203,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",208,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",213,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",218,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",223,1995,1995,4,172,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",53,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",58,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",63,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",68,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",73,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",78,1995,1995,5,173,5000,2046174.79,0,0,0,0,0,0
"Area 1","Fishery 1","Female",83,1995,1995,5,173,15000,7608552.01,295000,149883375.02,0,0,488.41,489.365
"Area 1","Fishery 1","Female",88,1995,1995,5,173,15000,9172820.905,180000,106941923.47,0,0,543.805,534.285
"Area 1","Fishery 1","Female",93,1995,1995,5,173,50000,35071691.365,220000,149618641.74,0,0,652.82,645.89
"Area 1","Fishery 1","Female",98,1995,1995,5,173,15000,12850358.58,25000,19626257.78,0,0,423.73,410.395
"Area 1","Fishery 1","Female",103,1995,1995,5,173,30000,29148501.375,20000,18359876.895,0,0,142.855,138.685
"Area 1","Fishery 1","Female",108,1995,1995,5,173,15000,15767935.87,0,0,0,0,0,0
"Area 1","Fishery 1","Female",113,1995,1995,5,173,45000,55733378.445,0,0,0,0,0,0
"Area 1","Fishery 1","Female",118,1995,1995,5,173,45000,60193902.875,0,0,0,0,0,0
"Area 1","Fishery 1","Female",123,1995,1995,5,173,15000,23569865.81,0,0,0,0,0,0
"Area 1","Fishery 1","Female",128,1995,1995,5,173,20000,34948323.31,0,0,0,0,0,0
"Area 1","Fishery 1","Female",133,1995,1995,5,173,10000,19630922.65,0,0,0,0,0,0
"Area 1","Fishery 1","Female",138,1995,1995,5,173,35000,75547880.69,0,0,0,0,0,0
"Area 1","Fishery 1","Female",143,1995,1995,5,173,20000,49331035.58,0,0,0,0,0,0
"Area 1","Fishery 1","Female",148,1995,1995,5,173,5000,13620021.875,0,0,0,0,0,0
"Area 1","Fishery 1","Female",153,1995,1995,5,173,35000,102188179.15,0,0,0,0,0,0
"Area 1","Fishery 1","Female",158,1995,1995,5,173,5000,15596594.325,0,0,0,0,0,0
"Area 1","Fishery 1","Female",163,1995,1995,5,173,20000,70917101.875,0,0,0,0,0,0
"Area 1","Fishery 1","Female",168,1995,1995,5,173,15000,57262894.54,0,0,0,0,0,0
"Area 1","Fishery 1","Female",173,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",178,1995,1995,5,173,15000,67399074.065,0,0,0,0,0,0
"Area 1","Fishery 1","Female",183,1995,1995,5,173,5000,23667428.485,0,0,0,0,0,0
"Area 1","Fishery 1","Female",188,1995,1995,5,173,5000,27002814.995,0,0,0,0,0,0
"Area 1","Fishery 1","Female",193,1995,1995,5,173,10000,56728239.715,0,0,0,0,0,0
"Area 1","Fishery 1","Female",198,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",203,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",208,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",213,1995,1995,5,173,5000,38199548.105,0,0,0,0,0,0
"Area 1","Fishery 1","Female",218,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",223,1995,1995,5,173,15000,181827404.215,0,0,0,0,0,0
"Area 1","Fishery 1","Male",53,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",58,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",63,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",68,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",73,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",78,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",83,1995,1995,5,173,0,0,355000,179793327.84,0,0,442.645,441.885
"Area 1","Fishery 1","Male",88,1995,1995,5,173,0,0,265000,157889969.4,0,0,679.485,673.45
"Area 1","Fishery 1","Male",93,1995,1995,5,173,0,0,185000,126928770.485,0,0,570.99,568.5
"Area 1","Fishery 1","Male",98,1995,1995,5,173,0,0,1e+05,80291489.44,0,0,917.43,912.07
"Area 1","Fishery 1","Male",103,1995,1995,5,173,0,0,75000,71219553.37,0,0,1102.94,1107.435
"Area 1","Fishery 1","Male",108,1995,1995,5,173,0,0,30000,31493345.38,0,0,638.3,632.945
"Area 1","Fishery 1","Male",113,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",118,1995,1995,5,173,0,0,5000,7346553.99,0,0,5000,5000
"Area 1","Fishery 1","Male",123,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",128,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",133,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",138,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",143,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",148,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",153,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",158,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",163,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",168,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",173,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",178,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",183,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",188,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",193,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",198,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",203,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",208,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",213,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",218,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",223,1995,1995,5,173,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",53,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",58,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",63,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",68,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",73,1995,1995,6,174,15000,5316888.11,0,0,0,0,0,0
"Area 1","Fishery 1","Female",78,1995,1995,6,174,10000,4411015.95,0,0,0,0,0,0
"Area 1","Fishery 1","Female",83,1995,1995,6,174,15000,7926359.655,380000,191818959.765,0,0,712.945,709.835
"Area 1","Fishery 1","Female",88,1995,1995,6,174,30000,18115141.205,195000,117296289.905,0,0,663.265,658.505
"Area 1","Fishery 1","Female",93,1995,1995,6,174,55000,38613606.86,175000,119303888.91,0,0,599.315,593.555
"Area 1","Fishery 1","Female",98,1995,1995,6,174,5000,4350588.625,35000,27614499.51,0,0,660.375,641.565
"Area 1","Fishery 1","Female",103,1995,1995,6,174,20000,18690502.04,15000,14017146.28,0,0,111.11,109.73
"Area 1","Fishery 1","Female",108,1995,1995,6,174,10000,10693950.03,5000,5083634.23,0,0,142.855,137.685
"Area 1","Fishery 1","Female",113,1995,1995,6,174,40000,49820484.395,0,0,0,0,0,0
"Area 1","Fishery 1","Female",118,1995,1995,6,174,30000,41342232.325,0,0,0,0,0,0
"Area 1","Fishery 1","Female",123,1995,1995,6,174,15000,23635919.05,0,0,0,0,0,0
"Area 1","Fishery 1","Female",128,1995,1995,6,174,55000,96930888.34,0,0,0,0,0,0
"Area 1","Fishery 1","Female",133,1995,1995,6,174,40000,79654404.01,0,0,0,0,0,0
"Area 1","Fishery 1","Female",138,1995,1995,6,174,40000,86718993.23,0,0,0,0,0,0
"Area 1","Fishery 1","Female",143,1995,1995,6,174,20000,47260002.05,0,0,0,0,0,0
"Area 1","Fishery 1","Female",148,1995,1995,6,174,15000,40286445.345,0,0,0,0,0,0
"Area 1","Fishery 1","Female",153,1995,1995,6,174,35000,101971464.535,0,0,0,0,0,0
"Area 1","Fishery 1","Female",158,1995,1995,6,174,10000,31872479.235,0,0,0,0,0,0
"Area 1","Fishery 1","Female",163,1995,1995,6,174,30000,105351877.375,0,0,0,0,0,0
"Area 1","Fishery 1","Female",168,1995,1995,6,174,25000,95299965.115,0,0,0,0,0,0
"Area 1","Fishery 1","Female",173,1995,1995,6,174,10000,41585219.085,0,0,0,0,0,0
"Area 1","Fishery 1","Female",178,1995,1995,6,174,5000,22386725.725,0,0,0,0,0,0
"Area 1","Fishery 1","Female",183,1995,1995,6,174,5000,25079753.495,0,0,0,0,0,0
"Area 1","Fishery 1","Female",188,1995,1995,6,174,5000,27002814.995,0,0,0,0,0,0
"Area 1","Fishery 1","Female",193,1995,1995,6,174,15000,84875012.415,0,0,0,0,0,0
"Area 1","Fishery 1","Female",198,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",203,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",208,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",213,1995,1995,6,174,5000,38199548.105,0,0,0,0,0,0
"Area 1","Fishery 1","Female",218,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",223,1995,1995,6,174,5000,59958440.63,0,0,0,0,0,0
"Area 1","Fishery 1","Male",53,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",58,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",63,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",68,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",73,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",78,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",83,1995,1995,6,174,0,0,480000,241911226.97,0,0,664.82,660.43
"Area 1","Fishery 1","Male",88,1995,1995,6,174,0,0,280000,169282873.285,0,0,838.325,842.325
"Area 1","Fishery 1","Male",93,1995,1995,6,174,0,0,180000,124393404.055,0,0,633.805,635.175
"Area 1","Fishery 1","Male",98,1995,1995,6,174,0,0,80000,65333008.825,0,0,909.09,918.315
"Area 1","Fishery 1","Male",103,1995,1995,6,174,0,0,40000,38313815.99,0,0,769.23,780
"Area 1","Fishery 1","Male",108,1995,1995,6,174,0,0,20000,21038386.94,0,0,487.805,484.105
"Area 1","Fishery 1","Male",113,1995,1995,6,174,0,0,5000,6430568.58,0,0,1000,1031.535
"Area 1","Fishery 1","Male",118,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",123,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",128,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",133,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",138,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",143,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",148,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",153,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",158,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",163,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",168,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",173,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",178,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",183,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",188,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",193,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",198,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",203,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",208,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",213,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",218,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",223,1995,1995,6,174,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",53,1995,1995,7,175,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",58,1995,1995,7,175,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",63,1995,1995,7,175,0,0,0,0,0,0,0,0
